School_name,Latitude,Longitude,Selective_school
Ramsgate Public School,-33.981431,151.143549,Not Selective
Chalmers Road School,-33.879569,151.081613,Not Selective
Wahroonga Public School,-33.715583,151.128476,Not Selective
Parramatta East Public School,-33.806081,151.017766,Not Selective
Melrose Park Public School,-33.814849,151.071939,Not Selective
Bathurst South Public School,-33.432989,149.568873,Not Selective
Wallsend South Public School,-32.920075,151.675241,Not Selective
Hazelbrook Public School,-33.726554,150.459399,Not Selective
Turramurra Public School,-33.745258,151.114305,Not Selective
Wyrallah Road Public School,-28.830301,153.293261,Not Selective
Oak Flats Public School,-34.56257,150.817546,Not Selective
Denistone East Public School,-33.7943,151.096571,Not Selective
Meadowbank Public School,-33.817807,151.097677,Not Selective
Uralla Central School,-30.641511,151.494437,Not Selective
Towradgi Public School,-34.388937,150.899966,Not Selective
Lake Illawarra South Public School,-34.539523,150.859302,Not Selective
Yagoona Public School,-33.909174,151.026716,Not Selective
Wattle Grove Public School,-33.958654,150.937482,Not Selective
Greenwell Point Public School,-34.907445,150.730396,Not Selective
Dobroyd Point Public School,-33.874416,151.140692,Not Selective
Kahibah Public School,-32.964902,151.713608,Not Selective
Narwee Public School,-33.948186,151.06865,Not Selective
Muswellbrook South Public School,-32.274182,150.891943,Not Selective
Corrimal East Public School,-34.377988,150.906532,Not Selective
Mount St Thomas Public School,-34.436911,150.870048,Not Selective
Tamworth South Public School,-31.105062,150.911701,Not Selective
Westmead Public School,-33.810171,150.985291,Not Selective
Mount Colah Public School,-33.672947,151.115695,Not Selective
McCallums Hill Public School,-33.934891,151.084758,Not Selective
Cooma North Public School,-36.217908,149.130576,Not Selective
Windale Public School,-32.992372,151.678338,Not Selective
Cardiff South Public School,-32.953106,151.66521,Not Selective
Como West Public School,-34.004744,151.060505,Not Selective
Hamilton North Public School,-32.917442,151.734207,Not Selective
Marks Point Public School,-33.057486,151.650131,Not Selective
Glen Alice Public School,-33.040623,150.214727,Not Selective
Argenton Public School,-32.938493,151.629533,Not Selective
Pagewood Public School,-33.942104,151.214172,Not Selective
Narrabeen North Public School,-33.699095,151.298134,Not Selective
Lane Cove West Public School,-33.809886,151.152003,Not Selective
Taree West Public School,-31.907599,152.444547,Not Selective
Palinyewah Public School,-33.845011,142.012741,Not Selective
Grays Point Public School,-34.058656,151.0723,Not Selective
Killara Public School,-33.765473,151.148436,Not Selective
Castle Cove Public School,-33.783375,151.201973,Not Selective
Albury North Public School,-36.064177,146.932402,Not Selective
Kapooka Public School,-35.15153,147.296973,Not Selective
East Hills Public School,-33.957953,150.991975,Not Selective
Curl Curl North Public School,-33.764639,151.289314,Not Selective
Belmont North Public School,-33.019974,151.671344,Not Selective
Cabramurra Public School,-35.931626,148.379008,Not Selective
Seven Hills Public School,-33.770031,150.937488,Not Selective
Waratah West Public School,-32.897979,151.716258,Not Selective
Crown Street Public School,-33.882253,151.21522,Not Selective
Mount Hutton Public School,-32.977049,151.66862,Not Selective
Gordon West Public School,-33.760318,151.139223,Not Selective
Beverly Hills North Public School,-33.940606,151.074837,Not Selective
Finley Public School,-35.639399,145.574959,Not Selective
Maclean Public School,-29.457217,153.201309,Not Selective
Quirindi Public School,-31.497558,150.678035,Not Selective
Tempe Public School,-33.920935,151.160994,Not Selective
Maitland Public School,-32.73546,151.553306,Not Selective
Manly Village Public School,-33.7994,151.287627,Not Selective
Marrickville West Public School,-33.914468,151.145073,Not Selective
Marrickville Public School,-33.906705,151.162658,Not Selective
Waverley Public School,-33.898174,151.251539,Not Selective
Wollongong Public School,-34.422861,150.896726,Not Selective
Beaumont Road Public School,-33.774289,151.146271,Not Selective
Woolooware Public School,-34.045454,151.146233,Not Selective
Padstow Heights Public School,-33.966519,151.030001,Not Selective
Waniora Public School,-34.336784,150.919146,Not Selective
Figtree Public School,-34.440841,150.854443,Not Selective
Blackalls Park Public School,-32.998435,151.577743,Not Selective
Speers Point Public School,-32.958943,151.621641,Not Selective
Collaroy Plateau Public School,-33.73297,151.29344,Not Selective
Beacon Hill Public School,-33.75163,151.260584,Not Selective
Caringbah North Public School,-34.036574,151.123079,Not Selective
Russell Vale Public School,-34.359483,150.906828,Not Selective
Farmborough Road Public School,-34.460322,150.834818,Not Selective
Villawood East Public School,-33.890154,150.986013,Not Selective
Bellambi Public School,-34.371201,150.914404,Not Selective
Cabramatta West Public School,-33.897515,150.922985,Not Selective
Chester Hill North Public School,-33.872352,151.001039,Not Selective
Canley Heights Public School,-33.884812,150.922611,Not Selective
Balgowlah North Public School,-33.783267,151.246457,Not Selective
Gordon East Public School,-33.74582,151.156203,Not Selective
Yennora Public School,-33.866826,150.970993,Not Selective
Katoomba North Public School,-33.699128,150.315134,Not Selective
Biraban Public School,-33.008389,151.576296,Not Selective
Pendle Hill Public School,-33.810297,150.953964,Not Selective
Umina Beach Public School,-33.52511,151.314055,Not Selective
Fern Bay Public School,-32.871657,151.794739,Not Selective
Hilltop Road Public School,-33.826331,150.973319,Not Selective
Richmond Public School,-33.598937,150.757514,Not Selective
Guildford West Public School,-33.847672,150.966496,Not Selective
Jannali East Public School,-34.019152,151.07232,Not Selective
Warilla Public School,-34.557172,150.854194,Not Selective
Fairvale Public School,-33.876939,150.940718,Not Selective
Lake Heights Public School,-34.489668,150.868047,Not Selective
Panania North Public School,-33.944499,150.999631,Not Selective
Peakhurst West Public School,-33.962021,151.049429,Not Selective
Chatham Public School,-31.899751,152.482235,Not Selective
Mowbray Public School,-33.803943,151.155895,Not Selective
Revesby South Public School,-33.960526,151.017335,Not Selective
Booragul Public School,-32.973933,151.61151,Not Selective
Gunnedah South Public School,-30.991999,150.250486,Not Selective
Forestville Public School,-33.761582,151.212803,Not Selective
Glenroi Heights Public School,-33.297205,149.11234,Not Selective
Manly Vale Public School,-33.783497,151.25976,Not Selective
Coal Point Public School,-33.040828,151.610798,Not Selective
Sylvania Heights Public School,-34.012724,151.097344,Not Selective
Griffith North Public School,-34.279922,146.047903,Not Selective
Dundas Public School,-33.804424,151.036399,Not Selective
Eleebana Public School,-32.990502,151.64262,Not Selective
Cringila Public School,-34.471975,150.86987,Not Selective
Epping Heights Public School,-33.762695,151.07408,Not Selective
Eastwood Heights Public School,-33.781914,151.095463,Not Selective
Lindsay Park Public School,-34.430004,150.860942,Not Selective
Mount Kuring-gai Public School,-33.657474,151.135604,Not Selective
Point Clare Public School,-33.443519,151.327734,Not Selective
Penshurst West Public School,-33.962115,151.072176,Not Selective
Kingscliff Public School,-28.259375,153.579497,Not Selective
Oxley Park Public School,-33.771451,150.788894,Not Selective
Rooty Hill Public School,-33.769292,150.840435,Not Selective
Birrong Public School,-33.895596,151.02007,Not Selective
Leumeah Public School,-34.049425,150.840373,Not Selective
Wattawa Heights Public School,-33.914921,151.012095,Not Selective
Cambridge Park Public School,-33.747017,150.725939,Not Selective
Blacktown North Public School,-33.75879,150.913134,Not Selective
Macquarie Fields Public School,-33.995325,150.882486,Not Selective
Villawood North Public School,-33.877111,150.972454,Not Selective
Windsor South Public School,-33.618221,150.804036,Not Selective
Matraville Soldiers Settlement Public School,-33.958039,151.239995,Not Selective
Oatlands Public School,-33.800088,151.023521,Not Selective
Kirrawee Public School,-34.033467,151.07749,Not Selective
Illawong Public School,-33.999133,151.042689,Not Selective
Kemblawarra Public School,-34.489284,150.893254,Not Selective
Lilli Pilli Public School,-34.066592,151.118387,Not Selective
Lismore Heights Public School,-28.806982,153.300641,Not Selective
Padstow North Public School,-33.945302,151.031421,Not Selective
Middleton Public School,-33.14775,148.173061,Not Selective
Hannans Road Public School,-33.945271,151.057599,Not Selective
Mount Ousley Public School,-34.398869,150.88825,Not Selective
Tuggerawong Public School,-33.279824,151.485605,Not Selective
Forbes North Public School,-33.369929,148.001032,Not Selective
Murwillumbah East Public School,-28.320856,153.405267,Not Selective
Telopea Public School,-33.797032,151.04364,Not Selective
Nowra Hill Public School,-34.93542,150.566223,Not Selective
Central Mangrove Public School,-33.295626,151.244425,Not Selective
Tweed Heads South Public School,-28.195346,153.539048,Not Selective
Deniliquin South Public School,-35.537609,144.955826,Not Selective
Mingoola Public School,-29.005108,151.542636,Not Selective
Blacktown West Public School,-33.770441,150.893057,Not Selective
Warnervale Public School,-33.251778,151.469227,Not Selective
Moree East Public School,-29.476982,149.840238,Not Selective
Albion Park Rail Public School,-34.56755,150.798668,Not Selective
Miranda North Public School,-34.031992,151.11273,Not Selective
Rydalmere East Public School,-33.817144,151.05818,Not Selective
Yowie Bay Public School,-34.048155,151.102761,Not Selective
Ermington West Public School,-33.805894,151.058368,Not Selective
Campbelltown North Public School,-34.061201,150.826589,Not Selective
Queanbeyan West Public School,-35.348418,149.21574,Not Selective
Heaton Public School,-32.899751,151.695069,Not Selective
Young North Public School,-34.311036,148.305408,Not Selective
Arcadia Vale Public School,-33.060231,151.582044,Not Selective
Garden Suburb Public School,-32.947882,151.682275,Not Selective
Penrith South Public School,-33.763901,150.700637,Not Selective
Bankstown West Public School,-33.915528,151.019639,Not Selective
Turvey Park Public School,-35.129059,147.357531,Not Selective
Erskineville Public School,-33.900881,151.186112,Not Selective
Castlereagh Public School,-33.667028,150.675968,Not Selective
North Haven Public School,-31.633807,152.819763,Not Selective
Tower Street Public School,-33.956383,151.007373,Not Selective
Edgeworth Heights Public School,-32.924431,151.609209,Not Selective
Yates Avenue Public School,-33.795608,151.058398,Not Selective
Kent Road Public School,-33.787415,151.108936,Not Selective
Liverpool West Public School,-33.927101,150.907691,Not Selective
Seven Hills West Public School,-33.765987,150.921605,Not Selective
Elermore Vale Public School,-32.915589,151.666815,Not Selective
Truscott Street Public School,-33.794097,151.130918,Not Selective
Epping North Public School,-33.757643,151.095425,Not Selective
Marayong Public School,-33.756609,150.895304,Not Selective
Lavington East Public School,-36.039323,146.948942,Not Selective
Kooringal Public School,-35.148828,147.373239,Not Selective
Albert Park Public School,-28.821563,153.272498,Not Selective
Berkeley West Public School,-34.475497,150.841,Not Selective
Budgewoi Public School,-33.225718,151.549312,Not Selective
Lennox Head Public School,-28.794377,153.590695,Not Selective
Valentine Public School,-33.009147,151.642517,Not Selective
Black Springs Public School,-33.845694,149.741982,Not Selective
Lalor Park Public School,-33.760504,150.93125,Not Selective
Bert Oldfield Public School,-33.777505,150.924537,Not Selective
Blacktown South Public School,-33.780193,150.905175,Not Selective
Charlestown East Public School,-32.971176,151.704693,Not Selective
Warrimoo Public School,-33.728056,150.600217,Not Selective
Kempsey South Public School,-31.094959,152.829888,Not Selective
Blacksmiths Public School,-33.071303,151.654011,Not Selective
Casula Public School,-33.944218,150.9092,Not Selective
Elanora Heights Public School,-33.703672,151.284751,Not Selective
Allambie Heights Public School,-33.76615,151.249208,Not Selective
Kotara South Public School,-32.946528,151.694255,Not Selective
Parkes East Public School,-33.136054,148.190215,Not Selective
St Marys North Public School,-33.756231,150.782596,Not Selective
Biddabah Public School,-32.966054,151.641812,Not Selective
Glendale East Public School,-32.927568,151.65441,Not Selective
Fennell Bay Public School,-32.991749,151.601866,Not Selective
Temora West Public School,-34.451303,147.523536,Not Selective
Mount Pritchard East Public School,-33.905097,150.912044,Not Selective
Quakers Hill East Public School,-33.732484,150.914359,Not Selective
Narrandera East Infants School,-34.750279,146.565792,Not Selective
Mount Austin Public School,-35.135621,147.35123,Not Selective
Banksia Road Public School,-33.906898,151.05011,Not Selective
Gosford East Public School,-33.437558,151.348883,Not Selective
Loftus Public School,-34.046979,151.048886,Not Selective
Darcy Road Public School,-33.801954,150.96599,Not Selective
Tulloona Public School,-28.868872,150.1013,Not Selective
Bullarah Public School,-29.470905,149.228908,Not Selective
Laguna Street Public School,-34.04634,151.11285,Not Selective
Morgan Street Public School,-31.941471,141.460807,Not Selective
Railway Town Public School,-31.970615,141.43997,Not Selective
Cromer Public School,-33.738009,151.274661,Not Selective
Illaroo Road Public School,-34.859064,150.590007,Not Selective
Vardys Road Public School,-33.757148,150.942765,Not Selective
Wheeler Heights Public School,-33.72779,151.284764,Not Selective
Randwick Public School,-33.910645,151.241714,Not Selective
Nowra East Public School,-34.882443,150.607732,Not Selective
Ryde East Public School,-33.807139,151.125864,Not Selective
Lynwood Park Public School,-33.754408,150.926373,Not Selective
Burraneer Bay Public School,-34.051026,151.132781,Not Selective
Mallawa Public School,-29.645473,149.439183,Not Selective
Tarro Public School,-32.810607,151.664754,Not Selective
Lakelands Public School,-34.505002,150.795602,Not Selective
Griffith East Public School,-34.286141,146.061792,Not Selective
Khancoban Public School,-36.21405,148.131142,Not Selective
Hornsby Heights Public School,-33.670114,151.097989,Not Selective
Normanhurst West Public School,-33.721061,151.088436,Not Selective
Thornleigh West Public School,-33.723864,151.072163,Not Selective
Campbelltown East Public School,-34.072299,150.831753,Not Selective
Marsden Road Public School,-33.916491,150.912841,Not Selective
St Marys South Public School,-33.780052,150.776385,Not Selective
Deniliquin North Public School,-35.525164,144.981664,Not Selective
Marayong Heights Public School,-33.742667,150.896425,Not Selective
West Pymble Public School,-33.763937,151.124401,Not Selective
Bennett Road Public School,-33.783499,150.792462,Not Selective
Camden South Public School,-34.069741,150.69563,Not Selective
Holsworthy Public School,-33.956342,150.953353,Not Selective
Lurnea Public School,-33.932082,150.891925,Not Selective
Mount Druitt Public School,-33.763984,150.812509,Not Selective
Balarang Public School,-34.55976,150.831115,Not Selective
Engadine West Public School,-34.059519,151.002566,Not Selective
St Ives North Public School,-33.718672,151.163635,Not Selective
Roselea Public School,-33.765259,151.05252,Not Selective
Woonona East Public School,-34.352261,150.915453,Not Selective
Yarrawarrah Public School,-34.056574,151.026137,Not Selective
Chifley Public School,-33.96583,151.242158,Not Selective
Weilmoringle Public School,-29.238786,146.918094,Not Selective
Walters Road Public School,-33.784758,150.892148,Not Selective
Bardia Public School,-33.97528,150.857923,Not Selective
Ringrose Public School,-33.820181,150.959399,Not Selective
Blaxland East Public School,-33.746937,150.623632,Not Selective
Harrington Street Public School,-33.888595,150.908725,Not Selective
Mannering Park Public School,-33.150794,151.536785,Not Selective
Hillsborough Public School,-32.959966,151.68003,Not Selective
Sadleir Public School,-33.915843,150.891029,Not Selective
Gwandalan Public School,-33.135468,151.582444,Not Selective
Peakhurst South Public School,-33.972923,151.055986,Not Selective
Charlestown South Public School,-32.96765,151.688181,Not Selective
Marayong South Public School,-33.760128,150.885236,Not Selective
Sherwood Grange Public School,-33.836784,150.960103,Not Selective
Woy Woy South Public School,-33.503577,151.321429,Not Selective
St Ives Public School,-33.738199,151.1665,Not Selective
Warilla North Public School,-34.546621,150.85283,Not Selective
Heckenberg Public School,-33.908784,150.890543,Not Selective
Busby Public School,-33.911561,150.881313,Not Selective
Miller Public School,-33.921454,150.876881,Not Selective
Kingswood South Public School,-33.769287,150.711849,Not Selective
Picnic Point Public School,-33.969119,151.010243,Not Selective
Ashcroft Public School,-33.916395,150.89839,Not Selective
Kingswood Park Public School,-33.741191,150.711457,Not Selective
Coleambally Central School,-34.804177,145.884407,Not Selective
Faulconbridge Public School,-33.691022,150.544693,Not Selective
Smithfield West Public School,-33.857608,150.91788,Not Selective
Pleasant Heights Public School,-34.396188,150.873289,Not Selective
Bilgola Plateau Public School,-33.644021,151.313406,Not Selective
Cartwright Public School,-33.925284,150.890943,Not Selective
Toongabbie West Public School,-33.792593,150.957238,Not Selective
Hornsby North Public School,-33.682646,151.098865,Not Selective
Toongabbie East Public School,-33.797274,150.980274,Not Selective
Caves Beach Public School,-33.103178,151.638184,Not Selective
Wakehurst Public School,-33.738527,151.218101,Not Selective
Lewisham Public School,-33.897746,151.146076,Not Selective
Belair Public School,-32.946197,151.711766,Not Selective
Queanbeyan East Public School,-35.34542,149.24613,Not Selective
Irrawang Public School,-32.758624,151.756776,Not Selective
Talbingo Public School,-35.580023,148.300454,Not Selective
Ashmont Public School,-35.124467,147.332815,Not Selective
Baulkham Hills North Public School,-33.751927,150.999957,Not Selective
Whalan Public School,-33.752917,150.809664,Not Selective
Floraville Public School,-33.014211,151.663835,Not Selective
Calare Public School,-33.286947,149.079358,Not Selective
Shelley Public School,-33.789161,150.917863,Not Selective
Jasper Road Public School,-33.761316,150.982269,Not Selective
E A Southee Public School,-34.64182,148.014878,Not Selective
Killarney Heights Public School,-33.774942,151.216151,Not Selective
Gymea North Public School,-34.026457,151.088321,Not Selective
Lansvale East Public School,-33.897993,150.964109,Not Selective
Carlingford West Public School,-33.78237,151.03717,Not Selective
Queanbeyan South Public School,-35.365541,149.228192,Not Selective
Mount Warrigal Public School,-34.553788,150.84461,Not Selective
Busby West Public School,-33.906099,150.87445,Not Selective
Wyoming Public School,-33.408202,151.355782,Not Selective
Chertsey Primary School,-33.429911,151.369267,Not Selective
Hayes Park Public School,-34.491584,150.816321,Not Selective
St Ives Park Public School,-33.724082,151.178775,Not Selective
Murray Farm Public School,-33.766119,151.040173,Not Selective
Tregear Public School,-33.745883,150.794321,Not Selective
Bradbury Public School,-34.085998,150.81269,Not Selective
Narranga Public School,-30.292216,153.10472,Not Selective
Beresford Road Public School,-33.814864,150.942945,Not Selective
Bradfordville Public School,-34.723022,149.739879,Not Selective
Hume Public School,-36.050352,146.947268,Not Selective
Lethbridge Park Public School,-33.737964,150.800109,Not Selective
Koonawarra Public School,-34.501193,150.807883,Not Selective
Red Hill Public School,-35.146431,147.347641,Not Selective
Westport Public School,-31.437349,152.893038,Not Selective
Parkview Public School,-34.561818,146.395819,Not Selective
Merewether Heights Public School,-32.946716,151.737458,Not Selective
Winston Hills Public School,-33.773464,150.981106,Not Selective
Edward Public School,-35.524356,144.950562,Not Selective
Nuwarra Public School,-33.933241,150.951499,Not Selective
Gillwinga Public School,-29.724385,152.933824,Not Selective
Emerton Public School,-33.744738,150.805478,Not Selective
Mount Brown Public School,-34.515885,150.784817,Not Selective
Lapstone Public School,-33.772117,150.631327,Not Selective
Killarney Vale Public School,-33.365221,151.456103,Not Selective
Niagara Park Public School,-33.384122,151.351096,Not Selective
Southern Cross School,-28.851067,153.585664,Not Selective
Marton Public School,-34.046492,151.024232,Not Selective
Mimosa Public School,-33.743343,151.205909,Not Selective
Wideview Public School,-33.608499,151.14151,Not Selective
Mount Riverview Public School,-33.72951,150.632585,Not Selective
Winmalee Public School,-33.670272,150.610783,Not Selective
Hillvue Public School,-31.114449,150.9007,Not Selective
Wollondilly Public School,-34.742953,149.710904,Not Selective
Cherrybrook Public School,-33.731277,151.042056,Not Selective
Crestwood Public School,-33.749141,150.972197,Not Selective
Emu Heights Public School,-33.736652,150.648818,Not Selective
Metella Road Public School,-33.793967,150.934756,Not Selective
Dawson Public School,-33.745369,150.816017,Not Selective
Hebersham Public School,-33.748103,150.825924,Not Selective
Madang Avenue Public School,-33.759958,150.804846,Not Selective
Berinba Public School,-34.849095,148.918959,Not Selective
Hobartville Public School,-33.603649,150.742281,Not Selective
Blackett Public School,-33.739605,150.815858,Not Selective
Marra Creek Public School,-30.87887,147.374516,Not Selective
Franklin Public School,-35.315059,148.230502,Not Selective
Sturt Public School,-35.13608,147.377439,Not Selective
Briar Road Public School,-34.089103,150.827673,Not Selective
Woodberry Public School,-32.79221,151.670508,Not Selective
Curran Public School,-33.993145,150.899426,Not Selective
Guise Public School,-33.987448,150.89692,Not Selective
Figtree Heights Public School,-34.431526,150.855504,Not Selective
Flinders Public School,-34.582182,150.85024,Not Selective
Sanctuary Point Public School,-35.104844,150.628585,Not Selective
Mawarra Public School,-34.061245,150.7122,Not Selective
King Park Public School,-33.879147,150.910701,Not Selective
Glenroy Public School,-36.05459,146.917314,Not Selective
Jewells Primary School,-33.015735,151.687459,Not Selective
Willmot Public School,-33.725747,150.794401,Not Selective
Winston Heights Public School,-33.77485,150.967894,Not Selective
Werrington Public School,-33.755125,150.745293,Not Selective
Widemere Public School,-33.834174,150.939897,Not Selective
Leonay Public School,-33.76432,150.650498,Not Selective
Shalvey Public School,-33.726605,150.809439,Not Selective
Newling Public School,-30.522917,151.677158,Not Selective
John Warby Public School,-34.082225,150.834434,Not Selective
Bidwill Public School,-33.733547,150.825934,Not Selective
St Andrews Public School,-34.022532,150.831362,Not Selective
York Public School,-33.777111,150.698124,Not Selective
Grose View Public School,-33.594468,150.66485,Not Selective
Cambridge Gardens Public School,-33.737224,150.722008,Not Selective
Culburra Public School,-34.933198,150.762286,Not Selective
Singleton Heights Public School,-32.549203,151.163955,Not Selective
Kareela Public School,-34.012894,151.081991,Not Selective
Ruse Public School,-34.066949,150.841573,Not Selective
Campbellfield Public School,-34.037684,150.847422,Not Selective
Sackville Street Public School,-34.011068,150.863607,Not Selective
Woodland Road Public School,-34.097072,150.815078,Not Selective
Noumea Public School,-33.732606,150.809892,Not Selective
Hampden Park Public School,-33.914957,151.074029,Not Selective
Dulwich Hill Public School,-33.906163,151.140287,Not Selective
Minnamurra Public School,-34.62487,150.852773,Not Selective
Newbridge Heights Public School,-33.926068,150.952069,Not Selective
Nareena Hills Public School,-34.425765,150.84787,Not Selective
Barrack Heights Public School,-34.559085,150.846032,Not Selective
Petersham Public School,-33.895647,151.150175,Not Selective
Tyalla Public School,-30.283852,153.112362,Not Selective
Crawford Public School,-33.75479,150.868825,Not Selective
Ambarvale Public School,-34.086423,150.798192,Not Selective
Toormina Public School,-30.35347,153.08335,Not Selective
Bonnet Bay Public School,-34.012607,151.056257,Not Selective
Valley View Public School,-33.400215,151.361943,Not Selective
Sarah Redfern Public School,-34.02765,150.85091,Not Selective
Claymore Public School,-34.043125,150.809517,Not Selective
King Street Public School,-32.569546,151.175266,Not Selective
Kambora Public School,-33.740137,151.1945,Not Selective
Eastlakes Public School,-33.928065,151.213836,Not Selective
Gorokan Public School,-33.252454,151.510205,Not Selective
The Grange Public School,-34.022051,150.857358,Not Selective
Bateau Bay Public School,-33.391771,151.476143,Not Selective
Metford Public School,-32.765067,151.612716,Not Selective
Wamberal Public School,-33.412197,151.448258,Not Selective
Springdale Heights Public School,-36.031932,146.949684,Not Selective
Hastings Public School,-31.453116,152.9182,Not Selective
Braddock Public School,-33.722492,150.708382,Not Selective
Matthew Pearce Public School,-33.758183,150.963554,Not Selective
Clairgate Public School,-33.796329,150.799228,Not Selective
Kings Langley Public School,-33.745131,150.924433,Not Selective
Glenwood Public School,-33.974542,150.903028,Not Selective
St Clair Public School,-33.796324,150.786899,Not Selective
Tuncurry Public School,-32.171593,152.495134,Not Selective
Orama Public School,-30.432501,152.691816,Not Selective
Blairmount Public School,-34.048007,150.802444,Not Selective
Bangor Public School,-34.019534,151.029118,Not Selective
Rosemeadow Public School,-34.104647,150.794537,Not Selective
Bowen Public School,-33.280751,149.117874,Not Selective
Thomas Acres Public School,-34.093621,150.789247,Not Selective
Werrington County Public School,-33.74513,150.747554,Not Selective
Chittaway Bay Public School,-33.325978,151.43201,Not Selective
Wilkins Public School,-33.901967,151.155086,Not Selective
Jamisontown Public School,-33.77306,150.683083,Not Selective
Bonnyrigg Public School,-33.887728,150.888962,Not Selective
Katoomba Public School,-33.718645,150.313708,Not Selective
Tanilba Bay Public School,-32.730055,152.005845,Not Selective
Copacabana Public School,-33.485042,151.436848,Not Selective
Orana Heights Public School,-32.2525,148.627132,Not Selective
Plunkett Street Public School,-33.870879,151.22024,Not Selective
Manning Gardens Public School,-31.892305,152.459892,Not Selective
Wiley Park Public School,-33.924753,151.068761,Not Selective
Prairievale Public School,-33.866464,150.890898,Not Selective
Cudgegong Valley Public School,-32.606539,149.583789,Not Selective
Wytaliba Public School,-29.691603,152.110359,Not Selective
Sandy Beach Public School,-30.153584,153.186496,Not Selective
Eschol Park Public School,-34.02834,150.810838,Not Selective
Blackwell Public School,-33.806328,150.783052,Not Selective
Samuel Terry Public School,-33.713307,150.708745,Not Selective
Rutherford Public School,-32.710925,151.52839,Not Selective
Sunshine Bay Public School,-35.740734,150.209961,Not Selective
William Stimson Public School,-33.854623,150.905782,Not Selective
Wirreanda Public School,-32.743911,151.875219,Not Selective
Clare Public School,-33.398005,143.94199,Not Selective
Brooke Avenue Public School,-33.37611,151.466133,Not Selective
Governor Philip King Public School,-33.873793,150.879107,Not Selective
Ellison Public School,-33.69035,150.585327,Not Selective
Robert Townson Public School,-34.016173,150.818892,Not Selective
Banks Public School,-33.793717,150.773098,Not Selective
John Purchase Public School,-33.718798,151.038895,Not Selective
Tharawal Public School,-34.003289,151.025929,Not Selective
Samuel Gilbert Public School,-33.713106,150.992027,Not Selective
Wingham Brush Public School,-31.87024,152.376982,Not Selective
William Dean Public School,-33.734259,150.858693,Not Selective
Minchinbury Public School,-33.78862,150.832427,Not Selective
Teven-Tintenbar Public School,-28.794805,153.500671,Not Selective
James Erskine Public School,-33.805167,150.803884,Not Selective
Kariong Public School,-33.441014,151.289632,Not Selective
Frank Partridge VC Public School,-30.641818,152.986257,Not Selective
Edensor Park Public School,-33.882056,150.876121,Not Selective
Bligh Park Public School,-33.639133,150.794565,Not Selective
Sydney Distance Education Primary School,-33.88627,151.212706,Not Selective
Dubbo School of Distance Education,-32.242937,148.638967,Not Selective
Northlakes Public School,-33.214542,151.514788,Not Selective
Shoal Bay Public School,-32.729062,152.173933,Not Selective
Hambledon Public School,-33.71645,150.887211,Not Selective
Glenmore Park Public School,-33.783388,150.681117,Not Selective
Vincentia Public School,-35.073353,150.669549,Not Selective
Kearns Public School,-34.021486,150.804446,Not Selective
Bonnyrigg Heights Public School,-33.88935,150.867681,Not Selective
Mount Annan Public School,-34.061714,150.760497,Not Selective
Hassall Grove Public School,-33.73548,150.838504,Not Selective
Barnier Public School,-33.72051,150.901824,Not Selective
Maryland Public School,-32.881427,151.658808,Not Selective
Aldavilla Public School,-31.055771,152.786972,Not Selective
William Bayldon Public School,-30.363714,153.080348,Not Selective
St Helens Park Public School,-34.110232,150.804035,Not Selective
Oakhill Drive Public School,-33.721563,151.022997,Not Selective
Alfords Point Public School,-33.992403,151.02399,Not Selective
Mullaway Public School,-30.077958,153.190183,Not Selective
Centaur Public School,-28.215705,153.526762,Not Selective
Glendenning Public School,-33.74223,150.852638,Not Selective
Grahamstown Public School,-32.759083,151.774477,Not Selective
Mount Terry Public School,-34.591636,150.779935,Not Selective
Hallidays Point Public School,-32.041385,152.537553,Not Selective
Broulee Public School,-35.84558,150.171898,Not Selective
Hinchinbrook Public School,-33.912986,150.85892,Not Selective
Windsor Park Public School,-33.640641,150.813492,Not Selective
Caddies Creek Public School,-33.736255,150.926227,Not Selective
Buninyong Public School,-32.243188,148.639381,Not Selective
Tacking Point Public School,-31.472138,152.926418,Not Selective
North Nowra Public School,-34.855557,150.57716,Not Selective
Henry Fulton Public School,-33.70473,150.709665,Not Selective
Glendore Public School,-32.873641,151.649712,Not Selective
Narellan Vale Public School,-34.056129,150.744718,Not Selective
Claremont Meadows Public School,-33.774178,150.747014,Not Selective
Blue Haven Public School,-33.212499,151.502826,Not Selective
Greenway Park Public School,-33.938001,150.837554,Not Selective
Currans Hill Public School,-34.04785,150.769197,Not Selective
Callala Public School,-34.995951,150.714405,Not Selective
Newington Public School,-33.841151,151.055228,Not Selective
Harrington Park Public School,-34.027145,150.738527,Not Selective
Beaumont Hills Public School,-33.697809,150.945659,Not Selective
Surveyors Creek Public School,-33.787277,150.689173,Not Selective
Bogangar Public School,-28.338166,153.572189,Not Selective
Jerrabomberra Public School,-35.38609,149.19847,Not Selective
Dalmeny Public School,-33.947297,150.871393,Not Selective
Cecil Hills Public School,-33.888597,150.851731,Not Selective
Woongarrah Public School,-33.242434,151.484133,Not Selective
Ironbark Ridge Public School,-33.687371,150.933259,Not Selective
Kellyville Ridge Public School,-33.705413,150.924005,Not Selective
Sherwood Ridge Public School,-33.706672,150.975587,Not Selective
Shell Cove Public School,-34.595583,150.857477,Not Selective
Ashtonfield Public School,-32.772442,151.600798,Not Selective
North East Public School of Distance Education,-31.429869,152.913872,Not Selective
Bourke-Walgett School of Distance Education,-30.09364,145.949464,Not Selective
