School_name,Latitude,Longitude,Selective_school
Blaxland High School,-33.754247,150.60859,Not Selective
Karabar High School,-35.365337,149.224822,Partially Selective
Peel High School,-31.099764,150.89299,Partially Selective
Colo High School,-33.569359,150.708204,Not Selective
Toormina High School,-30.351016,153.084399,Not Selective
Chifley College Bidwill Campus,-33.733854,150.827271,Not Selective
Newtown High School of Performing Arts,-33.899534,151.178338,Not Selective
St Johns Park High School,-33.873073,150.892002,Not Selective
Leumeah High School,-34.054339,150.84737,Not Selective
Terrigal High School,-33.442167,151.429342,Not Selective
Great Lakes College Forster Campus,-32.215652,152.52788,Not Selective
Concord High School,-33.864062,151.109271,Not Selective
Narooma High School,-36.235506,150.128648,Not Selective
Sydney Secondary College Blackwattle Bay Campus,-33.875142,151.188357,Partially Selective
Marrickville High School,-33.905781,151.155995,Not Selective
Keira High School,-34.405282,150.88651,Not Selective
Smiths Hill High School,-34.418889,150.89561,Fully Selective
Dubbo College Delroy Campus,-32.251619,148.582683,Not Selective
Lisarow High School,-33.385327,151.370354,Not Selective
South Sydney High School,-33.944154,151.234397,Not Selective
Gulgong High School,-32.360172,149.540002,Not Selective
Northlakes High School,-33.216762,151.513395,Not Selective
Woolgoolga High School,-30.100448,153.190225,Not Selective
Fairfield High School,-33.865214,150.958647,Not Selective
Sarah Redfern High School,-34.026782,150.85088,Not Selective
Crestwood High School,-33.743607,150.975672,Not Selective
Macquarie Fields High School,-33.996784,150.884901,Partially Selective
"Hastings Secondary College, Westport Campus",-31.435345,152.895386,Not Selective
Rose Bay Secondary College,-33.878347,151.276121,Partially Selective
Alexandria Park Community School,-33.900941,151.195844,Partially Selective
Jamison High School,-33.775335,150.698118,Not Selective
Prairiewood High School,-33.85948,150.901709,Partially Selective
Shoalhaven High School,-34.897296,150.610096,Not Selective
Irrawang High School,-32.761513,151.766861,Not Selective
Tuggerah Lakes Secondary College Berkeley Vale Campus,-33.341698,151.424751,Not Selective
Holsworthy High School,-33.955528,150.95232,Not Selective
Hawkesbury High School,-33.559541,150.798039,Not Selective
Melville High School,-31.09002,152.825104,Not Selective
Northern Beaches Secondary College Manly Campus,-33.762388,151.281355,Fully Selective
Northern Beaches Secondary College Freshwater Senior Campus,-33.76751,151.279975,Not Selective
Eagle Vale High School,-34.039942,150.803543,Not Selective
Ambarvale High School,-34.099984,150.801938,Not Selective
St Clair High School,-33.794217,150.786794,Not Selective
Rutherford High School,-32.711235,151.531424,Not Selective
Winmalee High School,-33.676047,150.615138,Not Selective
Mount View High School,-32.827955,151.333246,Not Selective
Robert Townson High School,-34.01533,150.817995,Not Selective
Byron Bay High School,-28.667572,153.616057,Not Selective
Alstonville High School,-28.838812,153.433756,Not Selective
Kingscliff High School,-28.266568,153.570474,Not Selective
Cranebrook High School,-33.721662,150.709812,Not Selective
Batemans Bay High School,-35.729246,150.194447,Not Selective
Bossley Park High School,-33.870958,150.875379,Not Selective
Menai High School,-34.002904,151.023851,Not Selective
Elizabeth Macarthur High School,-34.057072,150.740091,Partially Selective
Kincumber High School,-33.464894,151.382516,Not Selective
Albion Park High School,-34.576702,150.773359,Not Selective
Sydney Distance Education High School,-33.871053,151.22098,Not Selective
NSW School of Languages,-33.910096,151.243478,Not Selective
Thomas Reddall High School,-34.082029,150.801488,Not Selective
Erskine Park High School,-33.807899,150.802962,Not Selective
Narara Valley High School,-33.398422,151.334064,Not Selective
Cherrybrook Technology High School,-33.719852,151.037583,Not Selective
Vincentia High School,-35.077698,150.662803,Not Selective
Quakers Hill High School,-33.729813,150.89645,Not Selective
Nambucca Heads High School,-30.640826,152.984614,Not Selective
Wollumbin High School,-28.333658,153.362515,Not Selective
Oberon High School,-33.701691,149.861132,Not Selective
Bradfield College,-33.820468,151.188457,Not Selective
Saturday School of Community Languages,-33.877323,151.212206,Not Selective
Belmore Boys High School,-33.910796,151.085575,Not Selective
Canterbury Girls High School,-33.907264,151.122631,Not Selective
Granville Boys High School,-33.834618,151.008817,Partially Selective
Georges River College Hurstville Boys Campus,-33.962826,151.109808,Not Selective
Hunter School of Performing Arts,-32.924826,151.727614,Not Selective
Macarthur Girls High School,-33.813086,151.012499,Not Selective
Northern Beaches Secondary College Mackellar Girls Campus,-33.782109,151.272401,Not Selective
Ashfield Boys High School,-33.889547,151.129219,Not Selective
Dulwich High School of Visual Arts and Design,-33.904038,151.144871,Not Selective
Northern Beaches Secondary College Balgowlah Boys Campus,-33.796405,151.254607,Not Selective
The Jannali High School,-34.021612,151.061927,Not Selective
Birrong Girls High School,-33.88948,151.025708,Not Selective
Georges River College Penshurst Girls Campus,-33.964071,151.08601,Not Selective
St Marys Senior High School,-33.763119,150.770024,Not Selective
Bulli High School,-34.337247,150.921143,Not Selective
Callaghan College Jesmond Campus,-32.900971,151.696335,Not Selective
James Cook Boys High School,-33.96648,151.13709,Not Selective
Epping Boys High School,-33.769453,151.099645,Not Selective
Wiley Park Girls High School,-33.924357,151.066545,Not Selective
Arthur Phillip High School,-33.816386,151.007364,Not Selective
Cardiff High School,-32.951363,151.670299,Not Selective
Cumberland High School,-33.785205,151.036898,Not Selective
Oak Flats High School,-34.559745,150.83408,Not Selective
Riverstone High School,-33.678883,150.875744,Not Selective
Rooty Hill High School,-33.770841,150.838148,Not Selective
Toronto High School,-33.008794,151.582022,Not Selective
Cammeraygal High School,-33.832162,151.20304,Not Selective
The Ponds High School,-33.705259,150.906931,Not Selective
Aurora College,-33.800017,151.109089,Partially Selective

